시도,시군구,연령,발생건수,사망자수,부상자수,중상,경상,부상신고
경북,봉화군,61-64세,20,0,35,4,28,3
경북,봉화군,65세이상,41,0,69,24,37,8
경북,울진군,13-20세,1,0,1,1,0,0
경북,울진군,21-30세,9,0,16,6,10,0
경북,울진군,31-40세,20,3,23,16,5,2
경북,울진군,41-50세,29,1,42,23,19,0
경북,울진군,51-60세,48,3,68,29,38,1
경북,울진군,61-64세,10,1,15,6,5,4
경북,울진군,65세이상,31,0,38,16,21,1
경북,울진군,불명,1,0,1,1,0,0
경북,울릉군,31-40세,1,0,2,0,2,0
경북,울릉군,41-50세,4,0,4,1,3,0
경북,울릉군,51-60세,12,0,17,10,7,0
경북,울릉군,61-64세,2,0,3,2,1,0
경북,울릉군,65세이상,3,1,7,1,5,1
경북,경산시,12세이하,4,0,4,2,2,0
경북,경산시,13-20세,38,1,52,14,36,2
경북,경산시,21-30세,204,5,283,83,193,7
경북,경산시,31-40세,180,5,229,55,168,6
경북,경산시,41-50세,202,5,270,75,191,4
경북,경산시,51-60세,265,12,366,106,254,6
경북,경산시,61-64세,81,3,97,38,58,1
경북,경산시,65세이상,124,8,176,49,126,1
경북,경산시,불명,15,0,16,3,12,1
경남,진주시,12세이하,1,0,6,0,0,6
경남,진주시,13-20세,33,1,38,13,22,3
경남,진주시,21-30세,115,2,156,78,72,6
경남,진주시,31-40세,111,3,147,73,72,2
경남,진주시,41-50세,173,5,218,109,108,1
경남,진주시,51-60세,200,4,273,136,131,6
경남,진주시,61-64세,62,3,69,42,26,1
경남,진주시,65세이상,121,5,157,84,69,4
경남,진주시,불명,9,0,9,4,5,0
경남,통영시,12세이하,1,0,1,1,0,0
경남,통영시,13-20세,12,0,19,3,14,2
경남,통영시,21-30세,57,0,95,26,64,5
경남,통영시,31-40세,105,4,147,43,94,10
경남,통영시,41-50세,169,4,258,64,181,13
경남,통영시,51-60세,188,6,276,78,191,7
경남,통영시,61-64세,46,0,86,18,66,2
경남,통영시,65세이상,102,2,137,49,83,5
경남,통영시,불명,4,0,4,1,2,1
경남,김해시,12세이하,5,0,7,4,2,1
경남,김해시,13-20세,81,1,115,44,61,10
경남,김해시,21-30세,280,4,437,152,273,12
경남,김해시,31-40세,352,6,503,198,287,18
경남,김해시,41-50세,432,3,650,225,404,21
경남,김해시,51-60세,520,12,784,286,477,21
경남,김해시,61-64세,148,4,202,71,127,4
경남,김해시,65세이상,206,5,308,107,183,18
경남,김해시,불명,28,0,34,6,25,3
경남,밀양시,13-20세,4,0,4,3,0,1
경남,밀양시,21-30세,30,0,50,22,26,2
경남,밀양시,31-40세,45,2,68,25,43,0
경남,밀양시,41-50세,74,6,118,41,73,4
경남,밀양시,51-60세,119,5,176,66,104,6
경남,밀양시,61-64세,29,1,36,8,26,2
경남,밀양시,65세이상,68,1,87,40,45,2
경남,밀양시,불명,2,0,2,0,2,0
경남,거제시,12세이하,1,0,1,0,1,0
경남,거제시,13-20세,14,0,21,8,13,0
경남,거제시,21-30세,94,1,137,37,96,4
경남,거제시,31-40세,156,1,222,68,153,1
경남,거제시,41-50세,231,3,307,101,204,2
경남,거제시,51-60세,196,2,260,93,165,2
경남,거제시,61-64세,64,2,93,27,66,0
경남,거제시,65세이상,88,2,117,34,82,1
경남,거제시,불명,12,0,13,3,9,1
경남,의령군,13-20세,2,0,4,1,3,0
경남,의령군,21-30세,4,0,5,4,1,0
경남,의령군,31-40세,8,3,7,2,5,0
경남,의령군,41-50세,22,1,37,11,24,2
경남,의령군,51-60세,27,1,40,18,22,0
경남,의령군,61-64세,17,2,20,7,11,2
경남,의령군,65세이상,49,3,62,22,38,2
경남,의령군,불명,1,0,1,1,0,0
경남,함안군,12세이하,1,0,1,0,0,1
경남,함안군,13-20세,3,0,7,1,6,0
경남,함안군,21-30세,29,4,48,10,38,0
경남,함안군,31-40세,33,3,41,10,23,8
경남,함안군,41-50세,46,4,65,23,40,2
경남,함안군,51-60세,81,5,110,45,64,1
경남,함안군,61-64세,29,2,47,19,27,1
경남,함안군,65세이상,48,7,61,27,31,3
경남,함안군,불명,3,0,3,0,3,0
경남,창녕군,12세이하,1,0,1,0,1,0
경남,창녕군,13-20세,4,0,7,3,3,1
경남,창녕군,21-30세,32,2,46,20,24,2
경남,창녕군,31-40세,27,0,44,17,26,1
경남,창녕군,41-50세,62,5,99,26,67,6
경남,창녕군,51-60세,94,5,134,55,74,5
경남,창녕군,61-64세,25,0,49,11,29,9
경남,창녕군,65세이상,90,2,121,48,63,10
경남,창녕군,불명,1,0,1,0,1,0
경남,양산시,12세이하,2,0,2,2,0,0
경남,양산시,13-20세,27,0,34,17,15,2
경남,양산시,21-30세,148,3,219,69,132,18
경남,양산시,31-40세,196,6,279,94,166,19
경남,양산시,41-50세,213,4,314,88,193,33
경남,양산시,51-60세,281,8,412,132,240,40
경남,양산시,61-64세,102,0,159,50,98,11
경남,양산시,65세이상,116,6,166,47,99,20
경남,양산시,불명,21,0,27,5,15,7
경남,고성군,21-30세,19,0,27,9,18,0
경남,고성군,31-40세,27,3,29,11,18,0
경남,고성군,41-50세,45,2,58,24,34,0
경남,고성군,51-60세,62,2,99,44,53,2
경남,고성군,61-64세,30,3,41,20,20,1
경남,고성군,65세이상,58,11,96,41,55,0
경남,고성군,불명,2,0,2,1,1,0
경남,사천시,13-20세,6,0,14,1,8,5
경남,사천시,21-30세,57,3,85,26,52,7
경남,사천시,31-40세,90,4,131,48,72,11
경남,사천시,41-50세,119,1,233,66,148,19
경남,사천시,51-60세,165,3,261,63,170,28
경남,사천시,61-64세,52,1,83,31,48,4
경남,사천시,65세이상,113,1,161,57,89,15
경남,사천시,불명,5,0,5,1,3,1
경남,남해군,13-20세,5,1,4,2,1,1
경남,남해군,21-30세,13,0,24,9,9,6
경남,남해군,31-40세,14,1,22,10,6,6
경남,남해군,41-50세,33,1,45,30,14,1
경남,남해군,51-60세,64,0,104,56,41,7
경남,남해군,61-64세,6,0,7,5,2,0
경남,남해군,65세이상,52,3,70,43,24,3
경남,하동군,13-20세,3,1,4,3,1,0
경남,하동군,21-30세,8,0,17,3,13,1
경남,하동군,31-40세,12,0,13,9,3,1
경남,하동군,41-50세,32,1,46,21,23,2
경남,하동군,51-60세,34,4,40,20,18,2
경남,하동군,61-64세,19,1,22,12,10,0
경남,하동군,65세이상,39,3,43,22,21,0
경남,하동군,불명,2,0,6,1,5,0
경남,산청군,21-30세,9,0,19,5,9,5
경남,산청군,31-40세,17,3,21,10,8,3
경남,산청군,41-50세,38,5,56,23,26,7
경남,산청군,51-60세,59,1,89,38,47,4
경남,산청군,61-64세,13,0,24,5,18,1
경남,산청군,65세이상,47,2,71,37,25,9
경남,함양군,13-20세,5,0,9,5,2,2
경남,함양군,21-30세,9,0,19,6,10,3
경남,함양군,31-40세,14,4,20,9,9,2
경남,함양군,41-50세,32,4,38,22,12,4
경남,함양군,51-60세,49,3,84,22,52,10
경남,함양군,61-64세,16,0,31,14,13,4
경남,함양군,65세이상,39,4,61,24,31,6
경남,함양군,불명,1,0,1,0,1,0
경남,거창군,12세이하,3,0,3,0,3,0
경남,거창군,13-20세,19,0,26,6,20,0
경남,거창군,21-30세,22,0,31,14,17,0
경남,거창군,31-40세,19,0,34,18,16,0
경남,거창군,41-50세,44,1,61,26,35,0
경남,거창군,51-60세,67,4,94,38,52,4
경남,거창군,61-64세,22,1,26,14,12,0
경남,거창군,65세이상,45,2,48,29,16,3
경남,거창군,불명,1,0,1,0,1,0
경남,합천군,21-30세,8,1,10,5,5,0
경남,합천군,31-40세,15,0,16,8,6,2
경남,합천군,41-50세,36,3,41,20,18,3
경남,합천군,51-60세,43,3,55,19,30,6
경남,합천군,61-64세,21,0,28,14,13,1
경남,합천군,65세이상,43,1,70,31,35,4
경남,합천군,불명,2,1,1,0,0,1
경남,창원시(통합),12세이하,5,0,5,3,2,0
경남,창원시(통합),13-20세,64,1,75,30,38,7
경남,창원시(통합),21-30세,348,7,506,151,339,16
경남,창원시(통합),31-40세,429,10,591,203,377,11
경남,창원시(통합),41-50세,588,9,831,258,550,23
경남,창원시(통합),51-60세,821,17,1143,372,747,24
경남,창원시(통합),61-64세,272,5,391,111,266,14
경남,창원시(통합),65세이상,350,15,466,152,296,18
경남,창원시(통합),불명,39,0,45,6,31,8
제주,제주시,12세이하,6,0,6,0,3,3
제주,제주시,13-20세,88,3,119,22,73,24
제주,제주시,21-30세,562,6,848,142,597,109
제주,제주시,31-40세,541,9,843,152,600,91
제주,제주시,41-50세,573,3,863,195,570,98
제주,제주시,51-60세,621,10,975,179,707,89
제주,제주시,61-64세,195,2,280,69,189,22
제주,제주시,65세이상,347,9,508,118,344,46
제주,제주시,불명,70,0,89,12,55,22
제주,서귀포시,12세이하,3,0,3,1,1,1
제주,서귀포시,13-20세,28,0,47,9,27,11
제주,서귀포시,21-30세,179,9,339,92,186,61
제주,서귀포시,31-40세,230,5,372,93,223,56
제주,서귀포시,41-50세,208,3,362,84,218,60
제주,서귀포시,51-60세,306,14,509,121,304,84
제주,서귀포시,61-64세,86,4,143,32,87,24
제주,서귀포시,65세이상,185,5,289,81,159,49
제주,서귀포시,불명,11,0,16,1,4,11
대구,중구,13-20세,53,0,73,8,55,10
대구,중구,21-30세,197,0,294,68,190,36
대구,중구,31-40세,130,1,201,43,126,32
대구,중구,41-50세,132,0,194,41,131,22
대구,중구,51-60세,226,2,329,69,229,31
대구,중구,61-64세,87,0,133,29,85,19
대구,중구,65세이상,161,2,214,46,136,32
대구,중구,불명,34,0,34,7,22,5
대구,동구,12세이하,5,0,8,1,3,4
대구,동구,13-20세,47,0,76,13,53,10
대구,동구,21-30세,218,3,336,85,227,24
대구,동구,31-40세,235,3,307,67,222,18
대구,동구,41-50세,309,4,434,99,289,46
대구,동구,51-60세,417,3,629,146,436,47
대구,동구,61-64세,170,2,235,56,164,15
대구,동구,65세이상,287,5,388,103,255,30
대구,동구,불명,30,0,31,4,17,10
대구,서구,12세이하,2,0,2,0,2,0
대구,서구,13-20세,39,0,58,11,41,6
대구,서구,21-30세,158,6,229,46,157,26
대구,서구,31-40세,171,1,262,56,190,16
대구,서구,41-50세,207,4,293,69,211,13
대구,서구,51-60세,344,3,480,104,340,36
대구,서구,61-64세,109,1,154,33,116,5
대구,서구,65세이상,177,2,252,53,162,37
대구,서구,불명,43,0,43,7,14,22
대구,남구,12세이하,1,0,1,0,1,0
대구,남구,13-20세,22,0,30,2,21,7
대구,남구,21-30세,135,1,201,37,152,12
대구,남구,31-40세,109,0,188,30,153,5
대구,남구,41-50세,150,2,222,44,160,18
대구,남구,51-60세,225,1,313,73,219,21
대구,남구,61-64세,76,0,111,33,76,2
대구,남구,65세이상,122,1,171,41,118,12
대구,남구,불명,19,0,20,3,16,1
대구,북구,12세이하,2,0,2,1,1,0
대구,북구,13-20세,93,1,138,21,84,33
대구,북구,21-30세,319,1,467,102,315,50
대구,북구,31-40세,324,5,481,108,325,48
대구,북구,41-50세,496,7,731,175,500,56
대구,북구,51-60세,563,3,824,207,569,48
대구,북구,61-64세,189,3,264,65,182,17
대구,북구,65세이상,323,5,456,109,301,46
대구,북구,불명,49,0,51,5,36,10
대구,수성구,12세이하,6,0,7,1,3,3
대구,수성구,13-20세,61,1,77,22,42,13
대구,수성구,21-30세,302,7,474,97,337,40
대구,수성구,31-40세,317,3,468,107,326,35
대구,수성구,41-50세,466,5,697,131,517,49
대구,수성구,51-60세,402,2,664,148,479,37
대구,수성구,61-64세,164,0,255,58,192,5
대구,수성구,65세이상,270,2,387,89,265,33
대구,수성구,불명,28,0,35,6,21,8
대구,달서구,12세이하,10,0,10,0,6,4
대구,달서구,13-20세,120,1,185,26,132,27
대구,달서구,21-30세,442,2,701,126,519,56
대구,달서구,31-40세,485,4,711,142,526,43
대구,달서구,41-50세,563,1,864,153,661,50
대구,달서구,51-60세,775,3,1117,229,832,56
대구,달서구,61-64세,293,1,445,83,335,27
대구,달서구,65세이상,371,1,540,113,384,43
대구,달서구,불명,51,0,56,11,35,10
대구,달성군,12세이하,5,0,5,0,2,3
대구,달성군,13-20세,38,0,54,11,35,8
대구,달성군,21-30세,108,0,161,31,119,11
대구,달성군,31-40세,139,3,193,53,133,7
대구,달성군,41-50세,171,5,269,73,193,3
대구,달성군,51-60세,229,2,340,81,243,16
대구,달성군,61-64세,68,3,95,27,64,4
대구,달성군,65세이상,93,1,140,34,98,8
대구,달성군,불명,17,1,22,1,13,8
인천,중구,12세이하,1,0,1,0,1,0
인천,중구,13-20세,13,0,20,9,10,1
인천,중구,21-30세,60,1,93,27,64,2
인천,중구,31-40세,86,3,135,38,89,8
인천,중구,41-50세,99,3,165,36,122,7
인천,중구,51-60세,126,5,206,64,126,16
인천,중구,61-64세,42,0,82,13,68,1
인천,중구,65세이상,54,2,73,12,55,6
인천,중구,불명,12,0,12,1,8,3
인천,동구,13-20세,1,0,1,0,1,0
인천,동구,21-30세,16,0,26,11,13,2
인천,동구,31-40세,25,0,32,10,18,4
인천,동구,41-50세,24,1,35,12,23,0
인천,동구,51-60세,42,0,63,20,38,5
인천,동구,61-64세,22,0,26,8,17,1
인천,동구,65세이상,18,1,24,7,13,4
인천,동구,불명,8,0,9,4,5,0
인천,남구,12세이하,1,0,2,0,1,1
인천,남구,13-20세,27,1,36,7,25,4
인천,남구,21-30세,173,2,246,42,178,26
인천,남구,31-40세,172,3,247,52,180,15
인천,남구,41-50세,206,5,302,62,211,29
인천,남구,51-60세,271,2,385,75,279,31
인천,남구,61-64세,85,3,127,22,100,5
인천,남구,65세이상,127,1,175,27,128,20
인천,남구,불명,65,0,70,4,27,39
인천,부평구,13-20세,41,1,57,18,39,0
인천,부평구,21-30세,177,1,267,50,212,5
인천,부평구,31-40세,167,2,251,53,189,9
인천,부평구,41-50세,210,2,311,65,239,7
인천,부평구,51-60세,260,1,370,84,277,9
인천,부평구,61-64세,97,3,127,31,94,2
인천,부평구,65세이상,106,0,149,36,104,9
인천,부평구,불명,51,0,53,6,36,11
인천,남동구,12세이하,3,0,4,0,3,1
인천,남동구,13-20세,55,1,83,21,56,6
인천,남동구,21-30세,257,3,412,78,321,13
인천,남동구,31-40세,286,2,401,65,322,14
인천,남동구,41-50세,341,2,505,106,385,14
인천,남동구,51-60세,408,1,599,99,472,28
인천,남동구,61-64세,109,1,161,38,117,6
인천,남동구,65세이상,172,1,264,49,200,15
인천,남동구,불명,76,0,80,9,50,21
인천,서구,12세이하,4,0,4,0,2,2
인천,서구,13-20세,51,0,64,20,42,2
인천,서구,21-30세,180,4,240,63,172,5
인천,서구,31-40세,227,0,307,92,213,2
인천,서구,41-50세,279,4,402,96,298,8
인천,서구,51-60세,347,7,491,105,374,12
인천,서구,61-64세,91,2,121,26,90,5
인천,서구,65세이상,96,2,148,43,101,4
인천,서구,불명,39,0,46,3,29,14
인천,연수구,13-20세,25,1,27,5,16,6
인천,연수구,21-30세,108,1,156,46,104,6
인천,연수구,31-40세,118,1,179,40,137,2
인천,연수구,41-50세,145,6,207,56,145,6
인천,연수구,51-60세,165,4,239,55,180,4
인천,연수구,61-64세,58,4,77,27,48,2
인천,연수구,65세이상,55,0,76,21,54,1
인천,연수구,불명,13,0,17,5,7,5
인천,계양구,12세이하,4,0,5,0,4,1
인천,계양구,13-20세,28,0,41,14,22,5
인천,계양구,21-30세,107,4,154,30,119,5
인천,계양구,31-40세,137,2,201,51,143,7
인천,계양구,41-50세,143,3,200,48,133,19
인천,계양구,51-60세,236,3,328,75,240,13
인천,계양구,61-64세,53,1,85,29,53,3
인천,계양구,65세이상,68,1,88,21,63,4
인천,계양구,불명,26,0,33,1,19,13
인천,강화군,13-20세,5,0,5,3,2,0
인천,강화군,21-30세,19,0,31,8,23,0
인천,강화군,31-40세,16,1,24,12,11,1
인천,강화군,41-50세,31,1,47,18,29,0
인천,강화군,51-60세,61,1,97,32,50,15
인천,강화군,61-64세,29,1,37,14,21,2
인천,강화군,65세이상,41,3,59,25,31,3
인천,옹진군,21-30세,4,0,6,0,5,1
인천,옹진군,31-40세,4,0,5,3,1,1
인천,옹진군,41-50세,9,1,16,8,7,1
인천,옹진군,51-60세,12,0,18,4,13,1
인천,옹진군,61-64세,1,0,3,0,3,0
인천,옹진군,65세이상,5,1,5,3,2,0
광주,동구,13-20세,22,0,38,2,33,3
광주,동구,21-30세,95,1,142,23,112,7
광주,동구,31-40세,63,0,103,16,83,4
광주,동구,41-50세,77,1,111,20,90,1
광주,동구,51-60세,134,1,194,32,160,2
광주,동구,61-64세,37,0,57,6,49,2
광주,동구,65세이상,68,0,108,9,95,4
광주,동구,불명,13,0,14,2,6,6
광주,서구,12세이하,1,0,1,0,1,0
광주,서구,13-20세,46,0,73,8,64,1
광주,서구,21-30세,301,1,511,47,452,12
광주,서구,31-40세,342,1,561,53,500,8
광주,서구,41-50세,392,4,651,60,571,20
광주,서구,51-60세,470,1,749,95,630,24
광주,서구,61-64세,140,3,226,14,208,4
광주,서구,65세이상,218,1,345,35,305,5
광주,서구,불명,42,0,53,5,45,3
광주,북구,12세이하,7,0,7,1,6,0
광주,북구,13-20세,93,0,165,19,137,9
광주,북구,21-30세,334,4,550,73,456,21
광주,북구,31-40세,325,2,537,58,464,15
광주,북구,41-50세,424,2,709,83,610,16
광주,북구,51-60세,533,9,859,96,745,18
광주,북구,61-64세,170,3,269,31,232,6
광주,북구,65세이상,305,5,466,68,386,12
광주,북구,불명,78,0,85,4,62,19
광주,광산구,12세이하,5,0,7,0,4,3
광주,광산구,13-20세,91,0,139,17,115,7
광주,광산구,21-30세,303,5,515,83,417,15
광주,광산구,31-40세,347,8,593,84,502,7
광주,광산구,41-50세,425,1,737,91,628,18
광주,광산구,51-60세,422,3,668,96,558,14
광주,광산구,61-64세,124,1,200,24,173,3
광주,광산구,65세이상,205,8,317,43,265,9
광주,광산구,불명,38,0,43,1,36,6
광주,남구,12세이하,3,0,3,1,2,0
광주,남구,13-20세,25,0,46,3,40,3
광주,남구,21-30세,108,2,179,30,143,6
광주,남구,31-40세,112,2,164,28,130,6
광주,남구,41-50세,145,4,209,36,166,7
광주,남구,51-60세,176,1,264,38,221,5
광주,남구,61-64세,69,1,107,18,82,7
광주,남구,65세이상,118,1,189,31,150,8
광주,남구,불명,13,0,13,0,11,2
대전,동구,13-20세,31,0,55,7,47,1
대전,동구,21-30세,180,6,258,55,198,5
대전,동구,31-40세,177,3,286,66,216,4
대전,동구,41-50세,236,7,330,64,255,11
대전,동구,51-60세,311,4,433,100,328,5
대전,동구,61-64세,115,0,176,37,136,3
대전,동구,65세이상,188,4,253,66,186,1
대전,동구,불명,20,0,20,3,14,3
대전,중구,12세이하,1,0,1,0,1,0
대전,중구,13-20세,18,0,24,7,15,2
대전,중구,21-30세,148,2,221,49,166,6
대전,중구,31-40세,148,2,232,38,181,13
대전,중구,41-50세,243,2,358,65,281,12
대전,중구,51-60세,292,4,409,70,320,19
대전,중구,61-64세,86,0,133,27,103,3
대전,중구,65세이상,171,2,254,44,200,10
대전,중구,불명,21,0,25,7,16,2
대전,서구,12세이하,2,0,2,1,1,0
대전,서구,13-20세,55,1,80,18,57,5
대전,서구,21-30세,427,5,676,106,552,18
대전,서구,31-40세,418,6,655,113,520,22
대전,서구,41-50세,458,3,661,103,540,18
대전,서구,51-60세,483,3,756,125,609,22
대전,서구,61-64세,175,3,253,41,201,11
대전,서구,65세이상,232,1,326,56,256,14
대전,서구,불명,60,0,67,6,58,3
대전,유성구,12세이하,1,0,1,0,0,1
대전,유성구,13-20세,32,2,50,6,43,1
대전,유성구,21-30세,318,6,514,95,401,18
대전,유성구,31-40세,347,4,595,83,467,45
대전,유성구,41-50세,430,5,676,98,539,39
대전,유성구,51-60세,473,3,789,130,607,52
대전,유성구,61-64세,132,0,227,60,163,4
대전,유성구,65세이상,198,2,314,49,256,9
대전,유성구,불명,30,0,35,2,26,7
대전,대덕구,13-20세,16,1,28,3,22,3
대전,대덕구,21-30세,124,0,188,29,147,12
대전,대덕구,31-40세,135,0,202,39,150,13
대전,대덕구,41-50세,189,4,287,54,204,29
대전,대덕구,51-60세,248,5,345,60,264,21
대전,대덕구,61-64세,79,1,116,24,86,6
대전,대덕구,65세이상,85,2,98,26,66,6
대전,대덕구,불명,21,0,23,5,12,6
울산,중구,12세이하,2,0,2,0,2,0
울산,중구,13-20세,27,0,39,8,22,9
울산,중구,21-30세,110,2,171,36,110,25
울산,중구,31-40세,112,1,159,41,100,18
울산,중구,41-50세,148,5,203,46,138,19
울산,중구,51-60세,178,1,270,59,182,29
울산,중구,61-64세,65,0,85,18,62,5
울산,중구,65세이상,114,1,138,41,80,17
울산,중구,불명,13,0,13,2,8,3
울산,남구,12세이하,1,0,1,0,1,0
울산,남구,13-20세,28,0,36,13,21,2
울산,남구,21-30세,208,8,276,80,187,9
울산,남구,31-40세,183,2,265,70,183,12
울산,남구,41-50세,242,6,337,94,232,11
울산,남구,51-60세,314,3,460,139,300,21
울산,남구,61-64세,107,2,156,27,119,10
울산,남구,65세이상,133,2,185,74,105,6
울산,남구,불명,38,0,41,6,28,7
울산,동구,13-20세,19,0,28,8,20,0
울산,동구,21-30세,90,3,126,34,92,0
울산,동구,31-40세,77,0,103,21,82,0
울산,동구,41-50세,95,2,111,37,74,0
울산,동구,51-60세,122,0,155,51,102,2
울산,동구,61-64세,35,1,41,11,30,0
울산,동구,65세이상,51,0,58,25,32,1
울산,동구,불명,18,0,19,3,13,3
울산,북구,12세이하,1,0,1,1,0,0
울산,북구,13-20세,16,0,24,2,18,4
울산,북구,21-30세,97,7,184,37,132,15
울산,북구,31-40세,118,2,168,41,115,12
울산,북구,41-50세,129,3,200,55,129,16
울산,북구,51-60세,158,2,260,73,168,19
울산,북구,61-64세,43,1,59,17,38,4
울산,북구,65세이상,64,1,89,35,51,3
울산,북구,불명,6,0,6,0,5,1
울산,울주군,13-20세,20,1,27,9,17,1
울산,울주군,21-30세,95,4,135,41,78,16
울산,울주군,31-40세,128,3,188,58,120,10
울산,울주군,41-50세,192,3,322,89,196,37
울산,울주군,51-60세,217,7,342,81,218,43
울산,울주군,61-64세,79,2,139,37,93,9
울산,울주군,65세이상,86,4,140,37,93,10
울산,울주군,불명,13,0,15,2,6,7
세종,세종,12세이하,1,0,1,0,0,1
세종,세종,13-20세,28,1,49,12,37,0
세종,세종,21-30세,102,5,145,35,103,7
세종,세종,31-40세,150,1,218,52,161,5
세종,세종,41-50세,190,2,269,68,194,7
세종,세종,51-60세,165,3,250,64,178,8
세종,세종,61-64세,62,1,91,20,70,1
세종,세종,65세이상,90,7,111,35,75,1
세종,세종,불명,7,0,8,2,6,0
